"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Rasal2",3861,29,80,61,37,5,3,7.51,20.72,15.8,9.58,1.3,0.78
"Rasd2",801,5,9,9,4,1,1,6.24,11.24,11.24,4.99,1.25,1.25
"Rasgef1a",1497,10,30,36,21,2,1,6.68,20.04,24.05,14.03,1.34,0.67
"Rasgrf1",3789,37,63,77,39,4,2,9.77,16.63,20.32,10.29,1.06,0.53
"Rasgrf2",3567,25,63,71,44,7,2,7.01,17.66,19.9,12.34,1.96,0.56
"Rasgrp1",2388,28,40,36,11,0,2,11.73,16.75,15.08,4.61,0,0.84
"Rasl10b",612,4,6,11,5,0,0,6.54,9.8,17.97,8.17,0,0
"Rassf2",981,6,19,21,11,2,1,6.12,19.37,21.41,11.21,2.04,1.02
"Rb1cc1",4767,57,58,58,29,2,0,11.96,12.17,12.17,6.08,0.42,0
"Rbbp4",1278,7,24,22,11,3,2,5.48,18.78,17.21,8.61,2.35,1.56
"Rbbp6",5373,38,85,88,52,9,1,7.07,15.82,16.38,9.68,1.68,0.19
"Rbbp7",1278,14,21,12,3,1,2,10.95,16.43,9.39,2.35,0.78,1.56
"Rbck1",1527,10,28,26,14,0,1,6.55,18.34,17.03,9.17,0,0.65
"Rbfox1",1254,11,5,23,12,1,0,8.77,3.99,18.34,9.57,0.8,0
"Rbl2",3408,26,52,50,29,5,2,7.63,15.26,14.67,8.51,1.47,0.59
"Rbm15b",2664,11,36,55,20,1,2,4.13,13.51,20.65,7.51,0.38,0.75
"Rbsn",2352,18,49,39,16,2,2,7.65,20.83,16.58,6.8,0.85,0.85
"Rc3h1",3393,22,52,48,13,1,1,6.48,15.33,14.15,3.83,0.29,0.29
"Rc3h2",3564,37,50,52,20,0,2,10.38,14.03,14.59,5.61,0,0.56
"Rcan1",756,5,18,19,9,1,1,6.61,23.81,25.13,11.9,1.32,1.32
"Rcan2",732,11,14,20,8,0,1,15.03,19.13,27.32,10.93,0,1.37
"Rcc2",1563,8,22,20,11,0,1,5.12,14.08,12.8,7.04,0,0.64
"Reep1",855,6,18,12,6,1,1,7.02,21.05,14.04,7.02,1.17,1.17
"Reep2",765,6,13,17,8,2,1,7.84,16.99,22.22,10.46,2.61,1.31
"Reep5",570,6,3,10,5,0,0,10.53,5.26,17.54,8.77,0,0
"Rell2",912,7,19,17,11,1,2,7.68,20.83,18.64,12.06,1.1,2.19
"Reps2",1947,19,26,21,6,0,0,9.76,13.35,10.79,3.08,0,0
"Rer1",591,2,9,10,7,1,1,3.38,15.23,16.92,11.84,1.69,1.69
"Rfwd2",2202,16,33,31,16,0,2,7.27,14.99,14.08,7.27,0,0.91
"Rfx3",2250,22,31,37,22,2,1,9.78,13.78,16.44,9.78,0.89,0.44
"Rgl1",2412,23,53,50,26,3,2,9.54,21.97,20.73,10.78,1.24,0.83
"Rgs12",4356,28,74,77,33,5,2,6.43,16.99,17.68,7.58,1.15,0.46
"Rgs14",1644,12,28,27,14,2,1,7.3,17.03,16.42,8.52,1.22,0.61
"Rgs4",618,6,14,10,3,1,0,9.71,22.65,16.18,4.85,1.62,0
"Rgs6",1518,9,23,28,16,2,1,5.93,15.15,18.45,10.54,1.32,0.66
"Rgs7",1434,10,17,21,12,2,1,6.97,11.85,14.64,8.37,1.39,0.7
"Rheb",555,1,12,4,3,0,0,1.8,21.62,7.21,5.41,0,0
"Rhoa",582,1,12,13,8,1,0,1.72,20.62,22.34,13.75,1.72,0
"Rhob",591,2,7,17,12,0,1,3.38,11.84,28.76,20.3,0,1.69
"Rhobtb2",2187,10,37,40,12,0,1,4.57,16.92,18.29,5.49,0,0.46
"Rhou",786,4,8,19,12,3,1,5.09,10.18,24.17,15.27,3.82,1.27
"Ric1",4269,41,80,61,26,1,1,9.6,18.74,14.29,6.09,0.23,0.23
"Ric8a",1593,11,34,33,14,2,2,6.91,21.34,20.72,8.79,1.26,1.26
"Ric8b",1683,15,28,34,20,1,1,8.91,16.64,20.2,11.88,0.59,0.59
"Rlf",5757,59,73,87,45,6,1,10.25,12.68,15.11,7.82,1.04,0.17
"Rnf10",2418,18,41,33,21,2,2,7.44,16.96,13.65,8.68,0.83,0.83
"Rnf103",2052,32,32,27,13,1,1,15.59,15.59,13.16,6.34,0.49,0.49
"Rnf130",1260,10,14,16,8,1,0,7.94,11.11,12.7,6.35,0.79,0
"Rnf139",2007,26,21,19,11,1,0,12.95,10.46,9.47,5.48,0.5,0
"Rnf14",1458,20,27,23,10,0,1,13.72,18.52,15.78,6.86,0,0.69
"Rnf141",693,6,11,10,6,0,1,8.66,15.87,14.43,8.66,0,1.44
"Rnf145",1992,17,33,26,15,2,1,8.53,16.57,13.05,7.53,1,0.5
"Rnf157",2046,16,35,42,22,0,2,7.82,17.11,20.53,10.75,0,0.98
"Rnf169",2085,13,29,28,13,0,2,6.24,13.91,13.43,6.24,0,0.96
"Rnf187",711,5,19,10,2,0,2,7.03,26.72,14.06,2.81,0,2.81
"Rnf19a",2523,17,39,38,22,1,2,6.74,15.46,15.06,8.72,0.4,0.79
"Rnf19b",2199,11,25,36,13,0,1,5,11.37,16.37,5.91,0,0.45
"Rnf216",2733,20,57,42,15,0,2,7.32,20.86,15.37,5.49,0,0.73
"Rnf220",1701,13,26,30,14,2,0,7.64,15.29,17.64,8.23,1.18,0
"Rnf34",1131,14,17,24,12,0,1,12.38,15.03,21.22,10.61,0,0.88
"Rnf4",585,7,16,11,3,0,1,11.97,27.35,18.8,5.13,0,1.71
"Rnf41",954,2,12,18,11,1,0,2.1,12.58,18.87,11.53,1.05,0
"Rnps1",918,3,21,8,5,0,1,3.27,22.88,8.71,5.45,0,1.09
"Robo2",4527,42,79,69,38,4,2,9.28,17.45,15.24,8.39,0.88,0.44
"Rogdi",930,10,14,11,5,3,2,10.75,15.05,11.83,5.38,3.23,2.15
"Rorb",1413,14,21,18,6,0,1,9.91,14.86,12.74,4.25,0,0.71
"Rph3a",2046,11,48,41,19,6,3,5.38,23.46,20.04,9.29,2.93,1.47
"Rpl10",645,2,5,5,5,3,0,3.1,7.75,7.75,7.75,4.65,0
"Rpl11",537,8,11,8,2,1,1,14.9,20.48,14.9,3.72,1.86,1.86
"Rpl12",498,5,7,9,6,2,0,10.04,14.06,18.07,12.05,4.02,0
"Rpl13",636,6,11,6,3,1,0,9.43,17.3,9.43,4.72,1.57,0
"Rpl13a",612,4,9,5,2,1,0,6.54,14.71,8.17,3.27,1.63,0
"Rpl14",654,5,8,7,1,0,0,7.65,12.23,10.7,1.53,0,0
"Rpl15",615,3,8,4,3,0,0,4.88,13.01,6.5,4.88,0,0
"Rpl17",555,5,5,4,3,0,1,9.01,9.01,7.21,5.41,0,1.8
"Rpl18",567,3,6,9,5,0,0,5.29,10.58,15.87,8.82,0,0
"Rpl18a",659,10,3,14,7,1,0,15.17,4.55,21.24,10.62,1.52,0
"Rpl19",591,2,15,10,2,1,1,3.38,25.38,16.92,3.38,1.69,1.69
"Rpl21",483,2,9,5,3,0,0,4.14,18.63,10.35,6.21,0,0
"Rpl22",387,5,10,4,1,0,1,12.92,25.84,10.34,2.58,0,2.58
"Rpl23",423,5,5,7,5,0,1,11.82,11.82,16.55,11.82,0,2.36
"Rpl26",438,1,11,8,5,2,1,2.28,25.11,18.26,11.42,4.57,2.28
"Rpl27a",447,6,9,6,3,0,0,13.42,20.13,13.42,6.71,0,0
"Rpl29",483,0,1,1,0,0,0,0,2.07,2.07,0,0,0
"Rpl3",1212,15,20,23,6,2,3,12.38,16.5,18.98,4.95,1.65,2.48
"Rpl30",348,6,3,5,2,1,0,17.24,8.62,14.37,5.75,2.87,0
"Rpl31",390,1,6,3,2,0,0,2.56,15.38,7.69,5.13,0,0
"Rpl32",408,2,3,3,1,0,0,4.9,7.35,7.35,2.45,0,0
"Rpl35",372,2,7,8,2,1,1,5.38,18.82,21.51,5.38,2.69,2.69
"Rpl37",294,3,3,6,4,0,0,10.2,10.2,20.41,13.61,0,0
"Rpl37a",279,4,2,6,1,0,0,14.34,7.17,21.51,3.58,0,0
"Rpl38",213,1,6,3,2,1,0,4.69,28.17,14.08,9.39,4.69,0
"Rpl4",1260,11,11,13,6,1,3,8.73,8.73,10.32,4.76,0.79,2.38
"Rpl41",141,0,1,1,1,0,0,0,7.09,7.09,7.09,0,0
"Rpl5",894,6,16,8,5,2,0,6.71,17.9,8.95,5.59,2.24,0
"Rpl6",891,7,8,9,5,1,0,7.86,8.98,10.1,5.61,1.12,0
"Rpl7",839,9,16,5,4,0,1,10.73,19.07,5.96,4.77,0,1.19
"Rpl7a",801,5,10,15,11,3,0,6.24,12.48,18.73,13.73,3.75,0
"Rpl8",774,6,13,12,7,2,0,7.75,16.8,15.5,9.04,2.58,0
"Rpl9",579,6,11,11,6,1,2,10.36,19,19,10.36,1.73,3.45
"Rplp0",954,13,13,12,5,2,1,13.63,13.63,12.58,5.24,2.1,1.05
"Rplp1",345,1,6,5,4,0,0,2.9,17.39,14.49,11.59,0,0
"Rplp2",348,0,6,5,5,0,1,0,17.24,14.37,14.37,0,2.87
"Rpn1",1827,11,31,34,18,1,0,6.02,16.97,18.61,9.85,0.55,0
"Rpn2",1896,22,29,30,11,0,3,11.6,15.3,15.82,5.8,0,1.58
"Rprd2",4410,38,58,44,18,1,1,8.62,13.15,9.98,4.08,0.23,0.23
"Rprm",330,3,3,7,3,0,0,9.09,9.09,21.21,9.09,0,0
"Rprml",354,5,4,8,4,0,0,14.12,11.3,22.6,11.3,0,0
"Rps10",498,2,7,9,6,1,0,4.02,14.06,18.07,12.05,2.01,0
"Rps11",477,2,3,9,6,1,0,4.19,6.29,18.87,12.58,2.1,0
"Rps12",399,4,7,5,3,1,0,10.03,17.54,12.53,7.52,2.51,0
"Rps13",456,1,7,8,3,0,0,2.19,15.35,17.54,6.58,0,0
"Rps15",438,3,5,6,3,0,0,6.85,11.42,13.7,6.85,0,0
"Rps17",408,2,8,4,1,0,0,4.9,19.61,9.8,2.45,0,0
"Rps19",639,3,14,12,7,2,1,4.69,21.91,18.78,10.95,3.13,1.56
"Rps2",909,10,14,14,4,2,1,11,15.4,15.4,4.4,2.2,1.1
"Rps20",360,3,5,6,1,0,0,8.33,13.89,16.67,2.78,0,0
"Rps21",252,1,5,4,1,0,1,3.97,19.84,15.87,3.97,0,3.97
"Rps23",432,3,5,3,2,0,0,6.94,11.57,6.94,4.63,0,0
"Rps24",402,3,5,8,3,0,0,7.46,12.44,19.9,7.46,0,0
"Rps25",378,2,4,10,7,3,1,5.29,10.58,26.46,18.52,7.94,2.65
"Rps27a",471,7,9,9,3,2,2,14.86,19.11,19.11,6.37,4.25,4.25
"Rps3",732,0,10,9,5,1,0,0,13.66,12.3,6.83,1.37,0
"Rps3a1",795,7,9,21,12,0,1,8.81,11.32,26.42,15.09,0,1.26
"Rps4x",792,10,13,15,7,3,0,12.63,16.41,18.94,8.84,3.79,0
"Rps5",615,6,6,10,5,1,0,9.76,9.76,16.26,8.13,1.63,0
"Rps6",750,8,16,12,7,1,2,10.67,21.33,16,9.33,1.33,2.67
"Rps6ka2",2202,12,43,37,14,4,4,5.45,19.53,16.8,6.36,1.82,1.82
"Rps6ka3",2223,26,34,29,13,1,2,11.7,15.29,13.05,5.85,0.45,0.9
"Rps6kc1",3171,25,63,59,32,6,3,7.88,19.87,18.61,10.09,1.89,0.95
"Rps7",585,4,10,5,4,0,1,6.84,17.09,8.55,6.84,0,1.71
"Rps8",627,4,10,9,5,0,1,6.38,15.95,14.35,7.97,0,1.59
"Rps9",585,1,14,10,3,0,0,1.71,23.93,17.09,5.13,0,0
"Rpsa",888,10,19,14,4,0,1,11.26,21.4,15.77,4.5,0,1.13
"Rptor",4008,32,63,75,34,6,1,7.98,15.72,18.71,8.48,1.5,0.25
"Rragb",1125,7,19,14,7,1,0,6.22,16.89,12.44,6.22,0.89,0
"Rragc",1197,14,21,23,9,0,1,11.7,17.54,19.21,7.52,0,0.84
"Rragd",1365,11,31,32,18,3,2,8.06,22.71,23.44,13.19,2.2,1.47
"Rrn3",1971,27,33,32,16,0,2,13.7,16.74,16.24,8.12,0,1.01
"Rrp7a",843,4,21,13,7,2,1,4.74,24.91,15.42,8.3,2.37,1.19
"Rtfdc1",924,5,21,15,11,1,3,5.41,22.73,16.23,11.9,1.08,3.25
"Rtn1",2343,20,40,44,15,2,1,8.54,17.07,18.78,6.4,0.85,0.43
"Rtn2",1416,8,27,34,11,0,2,5.65,19.07,24.01,7.77,0,1.41
"Rtn3",2895,30,43,45,18,2,4,10.36,14.85,15.54,6.22,0.69,1.38
"Rtn4r",1422,14,13,25,8,0,1,9.85,9.14,17.58,5.63,0,0.7
"Rtn4rl1",1338,16,23,25,8,1,1,11.96,17.19,18.68,5.98,0.75,0.75
"Rubcn",2871,27,43,56,28,0,2,9.4,14.98,19.51,9.75,0,0.7
"Rundc3a",1341,6,26,21,11,1,1,4.47,19.39,15.66,8.2,0.75,0.75
"Rusc1",3093,27,52,52,15,1,1,8.73,16.81,16.81,4.85,0.32,0.32
"Rusc2",4572,30,62,76,33,7,2,6.56,13.56,16.62,7.22,1.53,0.44
"Rxrb",1575,9,24,24,16,3,1,5.71,15.24,15.24,10.16,1.9,0.63
"S1pr1",1149,7,9,15,5,0,0,6.09,7.83,13.05,4.35,0,0
"Sacs",13749,143,194,179,86,8,3,10.4,14.11,13.02,6.26,0.58,0.22
"Sae1",1053,12,28,21,5,0,1,11.4,26.59,19.94,4.75,0,0.95
"Sall2",3015,25,42,31,11,1,2,8.29,13.93,10.28,3.65,0.33,0.66
"Samd4b",2064,11,29,30,17,2,1,5.33,14.05,14.53,8.24,0.97,0.48
"Sap30bp",927,7,16,16,7,0,2,7.55,17.26,17.26,7.55,0,2.16
"Sar1a",597,8,13,13,5,1,0,13.4,21.78,21.78,8.38,1.68,0
"Saraf",1092,8,14,14,3,0,0,7.33,12.82,12.82,2.75,0,0
"Sars",1611,7,24,26,15,1,1,4.35,14.9,16.14,9.31,0.62,0.62
"Sash1",3693,21,76,68,33,1,3,5.69,20.58,18.41,8.94,0.27,0.81
"Sbf1",5682,38,100,91,34,3,1,6.69,17.6,16.02,5.98,0.53,0.18
"Sbf2",5619,48,80,76,39,6,1,8.54,14.24,13.53,6.94,1.07,0.18
"Scaf1",3771,21,65,80,41,7,3,5.57,17.24,21.21,10.87,1.86,0.8
"Scaf11",4371,32,64,53,31,6,3,7.32,14.64,12.13,7.09,1.37,0.69
"Scaf8",3807,27,52,50,22,4,1,7.09,13.66,13.13,5.78,1.05,0.26
"Scamp5",708,5,7,8,4,0,1,7.06,9.89,11.3,5.65,0,1.41
"Scap",3831,32,48,73,26,4,1,8.35,12.53,19.06,6.79,1.04,0.26
"Scd1",1068,11,12,16,6,1,1,10.3,11.24,14.98,5.62,0.94,0.94
"Scd2",1077,8,10,11,5,1,1,7.43,9.29,10.21,4.64,0.93,0.93
"Scg2",1854,9,36,30,15,4,0,4.85,19.42,16.18,8.09,2.16,0
"Scg3",1416,18,30,33,17,3,1,12.71,21.19,23.31,12.01,2.12,0.71
"Scg5",639,5,13,13,6,0,1,7.82,20.34,20.34,9.39,0,1.56
"Scn1a",6030,69,95,96,44,4,2,11.44,15.75,15.92,7.3,0.66,0.33
"Scn1b",657,2,11,10,3,1,0,3.04,16.74,15.22,4.57,1.52,0
"Scn3a",5844,62,103,107,54,3,3,10.61,17.62,18.31,9.24,0.51,0.51
"Scn3a.1",5844,62,103,107,54,3,3,10.61,17.62,18.31,9.24,0.51,0.51
"Scn3b",648,5,11,8,2,0,1,7.72,16.98,12.35,3.09,0,1.54
"Scn4b",687,4,12,11,5,0,0,5.82,17.47,16.01,7.28,0,0
"Scn9a",5955,55,87,91,41,1,2,9.24,14.61,15.28,6.88,0.17,0.34
"Scyl1",2421,22,40,51,22,4,2,9.09,16.52,21.07,9.09,1.65,0.83
"Sdc3",1329,9,19,26,15,1,1,6.77,14.3,19.56,11.29,0.75,0.75
"Sdcbp",900,10,14,14,8,2,0,11.11,15.56,15.56,8.89,2.22,0
"Sdccag3",1299,10,19,32,18,0,1,7.7,14.63,24.63,13.86,0,0.77
"Sdf2",660,9,14,15,9,1,1,13.64,21.21,22.73,13.64,1.52,1.52
"Sec13",969,4,20,21,10,0,1,4.13,20.64,21.67,10.32,0,1.03
"Sec14l1",2160,11,48,44,22,1,1,5.09,22.22,20.37,10.19,0.46,0.46
"Sec16a",7134,55,102,97,38,3,3,7.71,14.3,13.6,5.33,0.42,0.42
"Sec23a",2298,17,40,35,15,1,2,7.4,17.41,15.23,6.53,0.44,0.87
"Sec31a",3693,18,64,56,32,9,3,4.87,17.33,15.16,8.67,2.44,0.81
"Secisbp2l",3270,22,68,51,22,2,2,6.73,20.8,15.6,6.73,0.61,0.61
"Sel1l",2373,26,38,43,18,0,2,10.96,16.01,18.12,7.59,0,0.84
"Sema5a",3225,35,59,51,17,1,1,10.85,18.29,15.81,5.27,0.31,0.31
"Sema6b",2661,25,31,52,21,2,0,9.39,11.65,19.54,7.89,0.75,0
"Sema7a",1995,16,26,32,15,2,0,8.02,13.03,16.04,7.52,1,0
"Senp2",1767,11,39,25,10,0,2,6.23,22.07,14.15,5.66,0,1.13
"Senp3",1707,21,34,33,10,0,1,12.3,19.92,19.33,5.86,0,0.59
"Senp5",2250,35,39,40,22,4,1,15.56,17.33,17.78,9.78,1.78,0.44
"Senp6",3420,32,47,53,26,2,0,9.36,13.74,15.5,7.6,0.58,0
"Sephs2",1359,8,21,20,12,1,1,5.89,15.45,14.72,8.83,0.74,0.74
"Sept3",1014,12,26,25,14,3,2,11.83,25.64,24.65,13.81,2.96,1.97
"Sept5",1110,17,22,32,14,2,1,15.32,19.82,28.83,12.61,1.8,0.9
"Sept8",1455,9,33,32,17,2,2,6.19,22.68,21.99,11.68,1.37,1.37
"Sept9",1752,11,27,32,15,0,1,6.28,15.41,18.26,8.56,0,0.57
"Serf2",402,0,3,3,0,0,1,0,7.46,7.46,0,0,2.49
"Sergef",1395,16,26,28,14,5,1,11.47,18.64,20.07,10.04,3.58,0.72
"Serinc3",1419,13,16,14,7,0,2,9.16,11.28,9.87,4.93,0,1.41
"Serinc5",1386,9,12,26,10,0,0,6.49,8.66,18.76,7.22,0,0
"Serp2",198,0,1,0,0,0,0,0,5.05,0,0,0,0
"Serpine2",1194,8,12,13,6,1,0,6.7,10.05,10.89,5.03,0.84,0
"Sertm1",324,1,5,4,2,0,0,3.09,15.43,12.35,6.17,0,0
"Set",870,4,24,19,14,1,5,4.6,27.59,21.84,16.09,1.15,5.75
"Setd2",7614,69,117,115,59,4,2,9.06,15.37,15.1,7.75,0.53,0.26
"Setd3",1785,20,25,29,13,3,3,11.2,14.01,16.25,7.28,1.68,1.68
"Setd5",4383,39,60,76,26,4,3,8.9,13.69,17.34,5.93,0.91,0.68
"Setd7",1101,10,26,28,17,0,1,9.08,23.61,25.43,15.44,0,0.91
"Setdb1",3927,41,66,71,31,3,3,10.44,16.81,18.08,7.89,0.76,0.76
"Setx",7941,88,109,111,54,11,4,11.08,13.73,13.98,6.8,1.39,0.5
"Sez6",2976,30,48,54,25,3,1,10.08,16.13,18.15,8.4,1.01,0.34
"Sez6l",2895,28,40,57,24,4,0,9.67,13.82,19.69,8.29,1.38,0
"Sez6l2",2772,26,47,49,17,2,2,9.38,16.96,17.68,6.13,0.72,0.72
"Sf3b2",2637,15,68,45,22,2,1,5.69,25.79,17.06,8.34,0.76,0.38
"Sgip1",2481,26,33,37,14,0,0,10.48,13.3,14.91,5.64,0,0
"Sgms1",1260,13,19,20,7,0,1,10.32,15.08,15.87,5.56,0,0.79
"Sgsm1",3282,24,66,67,36,3,2,7.31,20.11,20.41,10.97,0.91,0.61
"Sgsm2",3153,20,65,55,30,5,2,6.34,20.62,17.44,9.51,1.59,0.63
"Sgta",948,5,16,19,11,1,0,5.27,16.88,20.04,11.6,1.05,0
"Sgtb",915,6,13,14,7,0,0,6.56,14.21,15.3,7.65,0,0
"Sh2d5",1290,7,15,13,3,0,1,5.43,11.63,10.08,2.33,0,0.78
"Sh3bp1",2043,14,40,37,16,1,3,6.85,19.58,18.11,7.83,0.49,1.47
"Sh3glb2",1215,12,18,23,11,1,1,9.88,14.81,18.93,9.05,0.82,0.82
"Sh3kbp1",2130,18,44,59,28,2,4,8.45,20.66,27.7,13.15,0.94,1.88
"Sh3pxd2a",3375,10,50,55,32,5,1,2.96,14.81,16.3,9.48,1.48,0.3
"Sh3rf1",2676,19,44,43,25,5,2,7.1,16.44,16.07,9.34,1.87,0.75
"Shank2",5526,28,94,116,65,4,2,5.07,17.01,20.99,11.76,0.72,0.36
"Shc3",1425,9,26,23,10,2,1,6.32,18.25,16.14,7.02,1.4,0.7
"Shisa4",594,4,4,10,2,1,0,6.73,6.73,16.84,3.37,1.68,0
"Shisa7",1677,11,15,17,7,0,0,6.56,8.94,10.14,4.17,0,0
"Shoc2",1749,16,34,20,7,0,0,9.15,19.44,11.44,4,0,0
"Sidt1",2499,23,33,41,18,1,2,9.2,13.21,16.41,7.2,0.4,0.8
"Sidt2",2562,32,29,51,19,1,0,12.49,11.32,19.91,7.42,0.39,0
"Sik3",4110,31,48,58,32,5,1,7.54,11.68,14.11,7.79,1.22,0.24
"Sin3a",3834,24,59,49,23,1,2,6.26,15.39,12.78,6,0.26,0.52
"Sipa1l1",5349,29,81,92,44,9,2,5.42,15.14,17.2,8.23,1.68,0.37
"Sipa1l2",5169,44,82,105,50,11,3,8.51,15.86,20.31,9.67,2.13,0.58
"Sirpa",1542,8,21,21,10,2,1,5.19,13.62,13.62,6.49,1.3,0.65
"Ski",2184,11,36,33,17,3,1,5.04,16.48,15.11,7.78,1.37,0.46
"Skiv2l",3735,21,61,59,21,2,2,5.62,16.33,15.8,5.62,0.54,0.54
"Slc12a6",3453,25,41,40,22,1,4,7.24,11.87,11.58,6.37,0.29,1.16
"Slc17a7",1758,15,28,18,7,0,1,8.53,15.93,10.24,3.98,0,0.57
"Slc1a1",1572,10,23,25,14,1,0,6.36,14.63,15.9,8.91,0.64,0
"Slc1a4",1599,6,26,24,10,1,2,3.75,16.26,15.01,6.25,0.63,1.25
"Slc20a2",1971,16,32,30,12,2,1,8.12,16.24,15.22,6.09,1.01,0.51
"Slc22a17",1206,12,15,10,0,0,1,9.95,12.44,8.29,0,0,0.83
"Slc22a23",2070,23,18,30,12,2,0,11.11,8.7,14.49,5.8,0.97,0
"Slc24a3",1938,21,21,34,18,4,2,10.84,10.84,17.54,9.29,2.06,1.03
"Slc27a1",1941,12,26,39,21,1,0,6.18,13.4,20.09,10.82,0.52,0
"Slc2a1",1479,12,14,16,6,1,0,8.11,9.47,10.82,4.06,0.68,0
"Slc2a13",1914,10,29,28,12,0,1,5.22,15.15,14.63,6.27,0,0.52
"Slc30a1",1512,10,20,22,8,0,1,6.61,13.23,14.55,5.29,0,0.66
"Slc30a4",1293,12,15,24,14,1,1,9.28,11.6,18.56,10.83,0.77,0.77
"Slc30a5",2286,21,40,32,17,1,1,9.19,17.5,14,7.44,0.44,0.44
"Slc32a1",1578,8,12,19,13,0,0,5.07,7.6,12.04,8.24,0,0
"Slc33a1",1653,16,23,18,8,1,2,9.68,13.91,10.89,4.84,0.6,1.21
"Slc35b4",996,10,11,14,5,2,0,10.04,11.04,14.06,5.02,2.01,0
"Slc35e1",1230,10,7,13,3,0,0,8.13,5.69,10.57,2.44,0,0
"Slc35e4",1056,12,10,9,4,0,0,11.36,9.47,8.52,3.79,0,0
"Slc38a10",3273,12,73,46,20,4,4,3.67,22.3,14.05,6.11,1.22,1.22
"Slc38a10.1",3273,12,71,46,20,4,4,3.67,21.69,14.05,6.11,1.22,1.22
"Slc38a2",1515,15,15,19,10,0,1,9.9,9.9,12.54,6.6,0,0.66
"Slc39a1",975,5,12,9,5,2,2,5.13,12.31,9.23,5.13,2.05,2.05
"Slc39a10",2502,27,41,45,20,0,3,10.79,16.39,17.99,7.99,0,1.2
"Slc39a3",954,4,10,11,4,1,2,4.19,10.48,11.53,4.19,1.05,2.1
"Slc3a2",1698,18,23,35,15,1,1,10.6,13.55,20.61,8.83,0.59,0.59
"Slc41a1",1539,20,20,30,13,1,1,13,13,19.49,8.45,0.65,0.65
"Slc44a1",2157,23,34,25,12,1,2,10.66,15.76,11.59,5.56,0.46,0.93
"Slc45a4",2382,20,30,42,22,0,1,8.4,12.59,17.63,9.24,0,0.42
"Slc48a1",441,5,5,8,3,0,0,11.34,11.34,18.14,6.8,0,0
"Slc4a3",3684,18,69,60,27,6,1,4.89,18.73,16.29,7.33,1.63,0.27
"Slc6a11",1884,17,23,27,14,1,0,9.02,12.21,14.33,7.43,0.53,0
"Slc6a15",2190,23,40,18,13,0,2,10.5,18.26,8.22,5.94,0,0.91
"Slc6a6",1866,13,23,27,14,0,0,6.97,12.33,14.47,7.5,0,0
"Slc6a7",1914,18,29,25,5,1,1,9.4,15.15,13.06,2.61,0.52,0.52
"Slc6a8",1923,18,27,22,5,0,1,9.36,14.04,11.44,2.6,0,0.52
"Slc7a4",1908,19,20,18,4,0,0,9.96,10.48,9.43,2.1,0,0
"Slc8a1",2913,31,49,43,17,3,2,10.64,16.82,14.76,5.84,1.03,0.69
"Slc8a1.1",2913,31,49,43,17,3,2,10.64,16.82,14.76,5.84,1.03,0.69
"Slc8a3",2787,22,47,42,15,3,3,7.89,16.86,15.07,5.38,1.08,1.08
"Slco1c1",2148,20,24,22,10,0,0,9.31,11.17,10.24,4.66,0,0
"Slit1",4596,49,58,86,34,1,3,10.66,12.62,18.71,7.4,0.22,0.65
"Slit2",4629,56,78,66,19,0,2,12.1,16.85,14.26,4.1,0,0.43
"Slitrk1",2091,25,34,32,11,0,2,11.96,16.26,15.3,5.26,0,0.96
"Slitrk3",2943,32,51,41,10,1,2,10.87,17.33,13.93,3.4,0.34,0.68
"Slitrk4",2514,29,31,29,14,1,0,11.54,12.33,11.54,5.57,0.4,0
"Slitrk5",2874,28,40,45,18,0,1,9.74,13.92,15.66,6.26,0,0.35
"Smad4",1656,17,34,27,15,1,1,10.27,20.53,16.3,9.06,0.6,0.6
"Smap2",1287,7,25,21,6,1,0,5.44,19.43,16.32,4.66,0.78,0
"Smarcal1",2733,18,42,56,25,1,1,6.59,15.37,20.49,9.15,0.37,0.37
"Smarcc2",3642,17,69,75,39,2,2,4.67,18.95,20.59,10.71,0.55,0.55
"Smarcd1",1548,9,24,39,16,1,1,5.81,15.5,25.19,10.34,0.65,0.65
"Smarcd3",1452,9,29,30,13,2,1,6.2,19.97,20.66,8.95,1.38,0.69
"Smcr8",2808,25,49,49,20,4,0,8.9,17.45,17.45,7.12,1.42,0
"Smek1",2502,24,43,39,25,3,3,9.59,17.19,15.59,9.99,1.2,1.2
"Smek2",2463,23,28,28,12,0,1,9.34,11.37,11.37,4.87,0,0.41
"Smg5",3054,18,58,44,19,3,2,5.89,18.99,14.41,6.22,0.98,0.65
"Smg7",3441,26,56,43,16,3,1,7.56,16.27,12.5,4.65,0.87,0.29
"Smim10l1",270,3,1,2,1,0,0,11.11,3.7,7.41,3.7,0,0
"Smim14",300,2,9,7,3,1,1,6.67,30,23.33,10,3.33,3.33
"Smim7",228,6,4,4,4,0,0,26.32,17.54,17.54,17.54,0,0
"Smox",1758,5,23,22,14,1,0,2.84,13.08,12.51,7.96,0.57,0
"Smpd1",1884,14,27,26,9,0,0,7.43,14.33,13.8,4.78,0,0
"Smu1",1542,21,32,19,11,1,2,13.62,20.75,12.32,7.13,0.65,1.3
"Smurf1",2274,25,47,48,19,2,2,10.99,20.67,21.11,8.36,0.88,0.88
"Smurf2",2247,24,37,41,23,3,0,10.68,16.47,18.25,10.24,1.34,0
